Camera,Camera_folder,Species,DateTimeOriginal,Date,Sheep,Time,delta.time.secs,Directory,FileName,Classification,DST,Time_DST_Corrected,Time_Decimal,Time_Scaled,Time_Radians,Time_Sun
C15,C15_090818_121818,Bobcat,10/2/2018 12:53,10/2/18,Y,12:53:56,1810251,Reviewed Phase 2/C15_090818_121818/Bobcat,IMG_0121.JPG,Bobcat,TRUE,12H 53M 56S,12.89888889,0.537453704,3.376921214,3.108848549
C15,C15_090818_121818,Bobcat,11/16/2018 13:46,11/16/18,N,13:46:00,3891120,Reviewed Phase 2/C15_090818_121818/Bobcat,IMG_1237.JPG,Bobcat,FALSE,12H 46M 0S,12.76666667,0.531944444,3.342305518,3.398160587
C15,C15_090818_121818,Bobcat,11/30/2018 13:01,11/30/18,N,13:01:55,1206953,Reviewed Phase 2/C15_090818_121818/Bobcat,IMG_1342.JPG,Bobcat,FALSE,13H 1M 55S,13.03194444,0.542997685,3.411755077,3.472175353
C15,C15_090818_121818,Bobcat,12/6/2018 11:19,12/6/18,Y,11:19:20,512227,Reviewed Phase 2/C15_090818_121818/Bobcat,IMG_2767.JPG,Bobcat,FALSE,11H 19M 20S,11.32222222,0.471759259,2.964150846,2.899938059
C15,C15_090818_121818,Bobcat,12/7/2018 19:43,12/7/18,N,19:43:16,116631,Reviewed Phase 2/C15_090818_121818/Bobcat,IMG_3445.JPG,Bobcat,FALSE,19H 43M 16S,19.72111111,0.821712963,5.162974816,5.340238933
C15,C15_120617_032618,Bobcat,12/23/2017 19:25,12/23/17,Y,19:25:39,0,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_4822.JPG,Bobcat,FALSE,19H 25M 39S,19.4275,0.809479167,5.086107606,5.255196262
C15,C15_120617_032618,Bobcat,1/11/2018 20:47,1/11/18,Y,20:47:14,1646493,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9247.JPG,Bobcat,FALSE,20H 47M 14S,20.78722222,0.866134259,5.442082052,5.504702166
C15,C15_120617_032618,Bobcat,1/12/2018 14:20,1/12/18,Y,14:20:54,63219,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9250.JPG,Bobcat,FALSE,14H 20M 54S,14.34833333,0.597847222,3.756384883,3.790935824
C15,C15_120617_032618,Bobcat,1/12/2018 19:49,1/12/18,Y,19:49:13,19694,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9256.JPG,Bobcat,FALSE,19H 49M 13S,19.82027778,0.825844907,5.188936588,5.290017373
C15,C15_120617_032618,Bobcat,1/22/2018 16:45,1/22/18,Y,16:45:22,852964,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9271.JPG,Bobcat,FALSE,16H 45M 22S,16.75611111,0.698171296,4.386739631,4.51849135
C15,C15_120617_032618,Bobcat,1/28/2018 9:42,1/28/18,Y,9:42:15,493011,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9274.JPG,Bobcat,FALSE,9H 42M 15S,9.704166667,0.404340278,2.540544892,2.296610179
C15,C15_120617_032618,Bobcat,2/1/2018 13:47,2/1/18,N,13:47:11,360287,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9301.JPG,Bobcat,FALSE,13H 47M 11S,13.78638889,0.57443287,3.609268171,3.555363996
C15,C15_120617_032618,Bobcat,2/2/2018 9:27,2/2/18,N,9:27:32,70803,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9310.JPG,Bobcat,FALSE,9H 27M 32S,9.458888889,0.39412037,2.47633132,2.231681808
C15,C15_120617_032618,Bobcat,2/21/2018 1:27,2/21/18,N,1:27:45,1612811,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9350.JPG,Bobcat,FALSE,1H 27M 45S,1.4625,0.0609375,0.382881605,0.248270639
C15,C15_120617_032618,Bobcat,2/25/2018 9:21,2/25/18,N,9:21:46,374040,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9364.JPG,Bobcat,FALSE,9H 21M 46S,9.362777778,0.390115741,2.45116949,2.280340397
C15,C15_120617_032618,Bobcat,3/18/2018 12:39,3/18/18,N,12:39:44,1826276,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9418.JPG,Bobcat,TRUE,12H 39M 44S,12.66222222,0.527592593,3.314962026,2.964287187
C15,C15_120617_032618,Bobcat,3/22/2018 13:56,3/22/18,N,13:56:35,350193,Reviewed Phase 2/C15_120617_032618/Bobcat,IMG_9427.JPG,Bobcat,TRUE,13H 56M 35S,13.94305556,0.580960648,3.650283408,3.300752571
C17,C17_061218_090718,Bobcat,7/28/2018 0:21,7/28/18,N,0:21:01,0,Reviewed Phase 2/C17_061218_090718/Bobcat,IMG_2663.JPG,Bobcat,TRUE,21M 1S,0.350277778,0.014594907,0.091702508,5.972699421
D04,D04_080718_121718,Bobcat,11/11/2018 18:54,11/11/18,N,18:54:36,0,Reviewed Phase 2/D04_080718_121718/Bobcat,111110000.JPG,Bobcat,FALSE,18H 54M 36S,18.91,0.787916667,4.950626423,5.141241237
D04,D04_080718_121718,Bobcat,11/21/2018 12:40,11/21/18,N,12:40:44,841560,Reviewed Phase 2/D04_080718_121718/Bobcat,112110000.JPG,Bobcat,FALSE,12H 40M 44S,12.67888889,0.528287037,3.319325349,3.367884107
D06,D06_040418_061118,Bobcat,5/2/2018 8:08,5/2/18,N,8:08:55,0,Reviewed Phase 2/D06_040418_061118/Bobcat,IMG_1852.JPG,Bobcat,TRUE,8H 8M 55S,8.148611111,0.339525463,2.1333014,2.008006524
D06,D06_080118_121918,Bobcat,8/8/2018 0:42,8/8/18,N,0:42:03,0,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0019.JPG,Bobcat,TRUE,42M 3S,0.700833333,0.029201389,0.183477738,6.098057783
D06,D06_080118_121918,Bobcat,8/15/2018 1:04,8/15/18,N,1:04:30,606138,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0077.JPG,Bobcat,TRUE,1H 4M 30S,1.075,0.044791667,0.281434342,6.222641944
D06,D06_080118_121918,Bobcat,8/30/2018 23:27,8/30/18,N,23:27:49,1376592,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0190.JPG,Bobcat,TRUE,23H 27M 49S,23.46361111,0.977650463,6.142759024,5.780069804
D06,D06_080118_121918,Bobcat,9/11/2018 1:21,9/11/18,N,1:21:04,957185,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0235.JPG,Bobcat,TRUE,1H 21M 4S,1.351111111,0.056296296,0.353720062,0.057625152
D06,D06_080118_121918,Bobcat,9/19/2018 23:58,9/19/18,N,23:58:53,772660,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0266.JPG,Bobcat,TRUE,23H 58M 53S,23.98138889,0.999224537,6.27831293,5.984811593
D06,D06_080118_121918,Bobcat,9/25/2018 20:52,9/25/18,N,20:52:55,507241,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0313.JPG,Bobcat,TRUE,20H 52M 55S,20.88194444,0.870081019,5.466880272,5.187222833
D06,D06_080118_121918,Bobcat,10/2/2018 12:02,10/2/18,N,12:02:26,572963,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0340.JPG,Bobcat,TRUE,12H 2M 26S,12.04055556,0.501689815,3.152210073,2.878973756
D06,D06_080118_121918,Bobcat,10/6/2018 20:07,10/6/18,N,20:07:13,374685,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0349.JPG,Bobcat,TRUE,20H 7M 13S,20.12027778,0.838344907,5.267476405,5.050304307
D06,D06_080118_121918,Bobcat,10/21/2018 7:55,10/21/18,N,7:55:47,1252107,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0490.JPG,Bobcat,TRUE,7H 55M 47S,7.929722222,0.330405093,2.075996423,1.703276187
D06,D06_080118_121918,Bobcat,11/6/2018 8:18,11/6/18,N,8:18:05,1383735,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0604.JPG,Bobcat,FALSE,8H 18M 5S,8.301388889,0.345891204,2.173298529,2.040284919
D06,D06_080118_121918,Bobcat,12/6/2018 13:03,12/6/18,N,13:03:29,2609113,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0886.JPG,Bobcat,FALSE,13H 3M 29S,13.05805556,0.544085648,3.41859095,3.471182691
D06,D06_080118_121918,Bobcat,12/8/2018 18:23,12/8/18,N,18:23:07,191976,Reviewed Phase 2/D06_080118_121918/Bobcat,IMG_0898.JPG,Bobcat,FALSE,18H 23M 7S,18.38527778,0.766053241,4.813254467,5.04975599
D06,D06_120817_040418,Bobcat,12/11/2017 12:40,12/11/17,N,12:40:20,0,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_0208.JPG,Bobcat,FALSE,12H 40M 20S,12.67222222,0.528009259,3.31758002,3.332522563
D06,D06_120817_040418,Bobcat,12/20/2017 16:05,12/20/17,N,16:05:27,789897,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_0841.JPG,Bobcat,FALSE,16H 5M 27S,16.09083333,0.670451389,4.212570316,4.448068888
D06,D06_120817_040418,Bobcat,1/27/2018 13:50,1/27/18,N,13:50:49,3275111,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_2227.JPG,Bobcat,FALSE,13H 50M 49S,13.84694444,0.576956019,3.625121578,3.585371856
D06,D06_120817_040418,Bobcat,2/17/2018 13:18,2/17/18,N,13:18:24,1812453,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_2686.JPG,Bobcat,FALSE,13H 18M 24S,13.30666667,0.554444444,3.483677187,3.391711207
D06,D06_120817_040418,Bobcat,2/23/2018 16:12,2/23/18,N,16:12:16,528796,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_2821.JPG,Bobcat,FALSE,16H 12M 16S,16.20444444,0.675185185,4.242313635,4.209977841
D06,D06_120817_040418,Bobcat,2/24/2018 22:45,2/24/18,N,22:45:47,110000,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_3154.JPG,Bobcat,FALSE,22H 45M 47S,22.76305556,0.948460648,5.959354009,5.876312357
D06,D06_120817_040418,Bobcat,3/4/2018 10:25,3/4/18,N,10:25:34,646779,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_3433.JPG,Bobcat,FALSE,10H 25M 34S,10.42611111,0.434421296,2.729549506,2.59973127
D06,D06_120817_040418,Bobcat,3/13/2018 15:42,3/13/18,N,15:42:27,796580,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_3823.JPG,Bobcat,TRUE,15H 42M 27S,15.7075,0.654479167,4.112213884,3.762230897
D06,D06_120817_040418,Bobcat,3/19/2018 14:44,3/19/18,N,14:44:58,514281,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_4144.JPG,Bobcat,TRUE,14H 44M 58S,14.74944444,0.614560185,3.861395526,3.507866404
D06,D06_120817_040418,Bobcat,3/19/2018 16:49,3/19/18,N,16:49:27,6666,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_4159.JPG,Bobcat,TRUE,16H 49M 27S,16.82416667,0.701006944,4.404556534,4.046311987
D06,D06_120817_040418,Bobcat,3/31/2018 10:30,3/31/18,N,10:30:08,1014039,Reviewed Phase 2/D06_120817_040418/Bobcat,IMG_5434.JPG,Bobcat,TRUE,10H 30M 8S,10.50222222,0.437592593,2.749475348,2.450240688
D08,D08_061118_080718,Bobcat,6/12/2018 10:04,6/12/18,N,10:04:45,0,Reviewed Phase 2/D08_061118_080718/Bobcat,IMG_0097.JPG,Bobcat,TRUE,10H 4M 45S,10.07916667,0.419965278,2.638719663,2.481289932
D08,D08_120817_040418,Bobcat,1/6/2018 11:53,1/6/18,N,11:53:24,0,Reviewed Phase 2/D08_120817_040418/Bobcat,IMG_1081.JPG,Bobcat,FALSE,11H 53M 24S,11.89,0.495416667,3.112794721,3.00475882
D08,D08_120817_040418,Bobcat,1/16/2018 10:59,1/16/18,N,10:59:26,860760,Reviewed Phase 2/D08_120817_040418/Bobcat,IMG_1147.JPG,Bobcat,FALSE,10H 59M 26S,10.99055556,0.457939815,2.877320716,2.697356376
D10,D10_040918_061118,Bobcat,5/30/2018 9:17,5/30/18,N,9:17:23,0,Reviewed Phase 2/D10_040918_061118/Bobcat,IMG_2704.JPG,Bobcat,TRUE,9H 17M 23S,9.289722222,0.387071759,2.432043591,2.312222902
D10,D10_040918_061118,Bobcat,6/1/2018 9:38,6/1/18,N,9:38:35,174070,Reviewed Phase 2/D10_040918_061118/Bobcat,IMG_2998.JPG,Bobcat,TRUE,9H 38M 35S,9.643055556,0.401793981,2.524546041,2.388690544
D10,D10_061118_080718,Bobcat,6/28/2018 9:36,6/28/18,N,9:36:54,0,Reviewed Phase 2/D10_061118_080718/Bobcat,IMG_0301.JPG,Bobcat,TRUE,9H 36M 54S,9.615,0.400625,2.517201114,2.372186242
D10,D10_121517_040918,Bobcat,12/20/2017 14:26,12/20/17,N,14:26:44,0,Reviewed Phase 2/D10_121517_040918/Bobcat,IMG_0007.JPG,Bobcat,FALSE,14H 26M 44S,14.44555556,0.601898148,3.781837601,3.899905286
D10,D10_121517_040918,Bobcat,12/24/2017 10:52,12/24/17,N,10:52:40,332730,Reviewed Phase 2/D10_121517_040918/Bobcat,IMG_0034.JPG,Bobcat,FALSE,10H 52M 40S,10.87777778,0.453240741,2.847795563,2.700291668
D10,D10_121517_040918,Bobcat,3/26/2018 8:30,3/26/18,N,8:30:18,7940256,Reviewed Phase 2/D10_121517_040918/Bobcat,IMG_1606.JPG,Bobcat,TRUE,8H 30M 18S,8.505,0.354375,2.226603793,1.926241206
D12,D12_060818_090818,Bobcat,8/17/2018 9:21,8/17/18,Y,9:21:56,0,Reviewed Phase 2/D12_060818_090818/Bobcat,IMG_0319.JPG,Bobcat,TRUE,9H 21M 56S,9.365555556,0.390231481,2.451896711,2.241154529
D12,D12_090818_121218,Bobcat,9/26/2018 23:26,9/26/18,N,23:26:03,0,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0194.JPG,Bobcat,TRUE,23H 26M 3S,23.43416667,0.976423611,6.135050487,5.859717839
D12,D12_090818_121218,Bobcat,9/30/2018 23:01,9/30/18,N,23:01:05,344098,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0238.JPG,Bobcat,TRUE,23H 1M 5S,23.01805556,0.959085648,6.026112853,5.764012907
D12,D12_090818_121218,Bobcat,10/7/2018 20:17,10/7/18,N,20:17:28,594982,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0320.JPG,Bobcat,TRUE,20H 17M 28S,20.29111111,0.845462963,5.312200467,5.09863684
D12,D12_090818_121218,Bobcat,10/9/2018 11:35,10/9/18,N,11:35:54,141505,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0337.JPG,Bobcat,TRUE,11H 35M 54S,11.59833333,0.483263889,3.036436566,2.760278267
D12,D12_090818_121218,Bobcat,10/22/2018 1:37,10/22/18,N,1:37:32,1087289,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0502.JPG,Bobcat,TRUE,1H 37M 32S,1.625555556,0.067731481,0.425569449,0.164378432
D12,D12_090818_121218,Bobcat,10/27/2018 0:28,10/27/18,N,0:28:04,427831,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0529.JPG,Bobcat,TRUE,28M 4S,0.467777778,0.019490741,0.122463936,6.173625431
D12,D12_090818_121218,Bobcat,10/27/2018 7:51,10/27/18,N,7:51:47,26622,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0532.JPG,Bobcat,TRUE,7H 51M 47S,7.863055556,0.327627315,2.058543131,1.655742638
D12,D12_090818_121218,Bobcat,11/3/2018 10:09,11/3/18,N,10:09:02,613033,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0580.JPG,Bobcat,TRUE,10H 9M 2S,10.15055556,0.422939815,2.65740923,2.307277107
D12,D12_090818_121218,Bobcat,11/21/2018 14:14,11/21/18,N,14:14:41,1569576,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0742.JPG,Bobcat,FALSE,14H 14M 41S,14.24472222,0.593530093,3.729259557,3.866236181
D12,D12_090818_121218,Bobcat,11/21/2018 20:00,11/21/18,N,20:00:38,20753,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0748.JPG,Bobcat,FALSE,20H 0M 38S,20.01055556,0.833773148,5.238751194,5.403275276
D12,D12_090818_121218,Bobcat,11/23/2018 1:45,11/23/18,N,1:45:03,107063,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0751.JPG,Bobcat,FALSE,1H 45M 3S,1.750833333,0.072951389,0.458367095,0.392900621
D12,D12_090818_121218,Bobcat,11/24/2018 2:54,11/24/18,N,2:54:27,90563,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0763.JPG,Bobcat,FALSE,2H 54M 27S,2.9075,0.121145833,0.76118172,0.646852923
D12,D12_090818_121218,Bobcat,11/25/2018 12:43,11/25/18,N,12:43:28,121739,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0796.JPG,Bobcat,FALSE,12H 43M 28S,12.72444444,0.530185185,3.331251766,3.378715751
D12,D12_090818_121218,Bobcat,12/5/2018 10:21,12/5/18,N,10:21:56,855494,Reviewed Phase 2/D12_090818_121218/Bobcat,IMG_0817.JPG,Bobcat,FALSE,10H 21M 56S,10.36555556,0.431898148,2.713696099,2.588369411
D12,D12_121517_040918,Bobcat,12/18/2017 13:57,12/18/17,N,13:57:13,0,Reviewed Phase 2/D12_121517_040918/Bobcat,IMG_0013.JPG,Bobcat,FALSE,13H 57M 13S,13.95361111,0.581400463,3.653046846,3.741309234
D12,D12_121517_040918,Bobcat,12/23/2017 12:52,12/23/17,N,12:52:16,428101,Reviewed Phase 2/D12_121517_040918/Bobcat,IMG_0151.JPG,Bobcat,FALSE,12H 52M 16S,12.87111111,0.536296296,3.369649009,3.366926457
D12,D12_121517_040918,Bobcat,3/10/2018 17:58,3/10/18,N,17:58:50,6671113,Reviewed Phase 2/D12_121517_040918/Bobcat,IMG_0991.JPG,Bobcat,FALSE,17H 58M 50S,17.98055556,0.749189815,4.707298437,4.642636877
D12,D12_121517_040918,Bobcat,3/26/2018 11:28,3/26/18,N,11:28:00,1358948,Reviewed Phase 2/D12_121517_040918/Bobcat,IMG_1015.JPG,Bobcat,TRUE,10H 28M 0S,10.46666667,0.436111111,2.740166926,2.423110105
D14,D14_030918_060118,Bobcat,4/9/2018 11:43,4/9/18,N,11:43:38,0,Reviewed Phase 2/D14_030918_060118/Bobcat,IMG_0085.JPG,Bobcat,TRUE,11H 43M 38S,11.72722222,0.488634259,3.070179598,2.77683084
D16,D16_060618_090618,Bobcat,7/15/2018 8:06,7/15/18,N,8:06:51,0,Reviewed Phase 2/D16_060618_090618/Bobcat,IMG_0116.JPG,Bobcat,TRUE,8H 6M 51S,8.114166667,0.338090278,2.124283866,2.027807008
D16,D16_121217_032218,Bobcat,3/1/2018 13:47,3/1/18,N,13:47:46,0,Reviewed Phase 2/D16_121217_032218/Bobcat,IMG_0907.JPG,Bobcat,FALSE,13H 47M 46S,13.79611111,0.574837963,3.611813443,3.524249137
E05,E05_041318_060118,Bobcat,5/3/2018 4:49,5/3/18,N,4:49:52,0,Reviewed Phase 2/E05_041318_060118/Bobcat,IMG_0610.JPG,Bobcat,TRUE,4H 49M 52S,4.831111111,0.201296296,1.264781931,1.145161169
E05,E05_041318_060118,Bobcat,5/26/2018 15:10,5/26/18,N,15:10:19,2024423,Reviewed Phase 2/E05_041318_060118/Bobcat,IMG_0931.JPG,Bobcat,TRUE,15H 10M 19S,15.17194444,0.632164352,3.972005767,3.574280417
E05,E05_080618_112818,Bobcat,8/28/2018 1:44,8/28/18,N,1:44:22,0,Reviewed Phase 2/E05_080618_112818/Bobcat,IMG_0550.JPG,Bobcat,TRUE,1H 44M 22S,1.739444444,0.072476852,0.455385491,0.151163777
E05,E05_080618_112818,Bobcat,9/9/2018 8:34,9/9/18,N,8:34:23,1061395,Reviewed Phase 2/E05_080618_112818/Bobcat,IMG_1015.JPG,Bobcat,TRUE,8H 34M 23S,8.573055556,0.357210648,2.244420696,2.007834917
E05,E05_080618_112818,Bobcat,9/24/2018 16:24,9/24/18,N,16:24:44,1324211,Reviewed Phase 2/E05_080618_112818/Bobcat,IMG_1687.JPG,Bobcat,TRUE,16H 24M 44S,16.41222222,0.683842593,4.29670973,4.012944921
E05,E05_120817_041318,Bobcat,12/15/2017 18:23,12/15/17,N,18:23:56,0,Reviewed Phase 2/E05_120817_041318/Bobcat,IMG_0052.JPG,Bobcat,FALSE,18H 23M 56S,18.39888889,0.76662037,4.816817847,5.046409688
E05,E05_120817_041318,Bobcat,12/28/2017 18:47,12/28/17,N,18:47:35,1124618,Reviewed Phase 2/E05_120817_041318/Bobcat,IMG_0103.JPG,Bobcat,FALSE,18H 47M 35S,18.79305556,0.783043981,4.920010439,5.107462124
E05,E05_120817_041318,Bobcat,1/21/2018 13:49,1/21/18,N,13:49:14,2055698,Reviewed Phase 2/E05_120817_041318/Bobcat,IMG_0331.JPG,Bobcat,FALSE,13H 49M 14S,13.82055556,0.575856481,3.618212983,3.592770548
E05,E05_120817_041318,Bobcat,2/12/2018 11:50,2/12/18,N,11:50:14,1893654,Reviewed Phase 2/E05_120817_041318/Bobcat,IMG_0064.JPG,Bobcat,FALSE,11H 50M 14S,11.83722222,0.493217593,3.098977531,2.961914123
E05,E05_120817_041318,Bobcat,4/4/2018 7:30,4/4/18,N,7:30:57,4390839,Reviewed Phase 2/E05_120817_041318/Bobcat,IMG_0580.JPG,Bobcat,TRUE,7H 30M 57S,7.515833333,0.313159722,1.967640565,1.730179829
E11,E11_121517_040918,Bobcat,2/26/2018 18:26,2/26/18,N,18:26:15,0,Reviewed Phase 2/E11_121517_040918/Bobcat,IMG_1228.JPG,Bobcat,FALSE,18H 26M 15S,18.4375,0.768229167,4.826926213,4.811920211
E13,E13_031418_061118,Bobcat,5/14/2018 13:18,5/14/18,N,13:18:45,0,Reviewed Phase 2/E13_031418_061118/Bobcat,IMG_0508.JPG,Bobcat,TRUE,13H 18M 45S,13.3125,0.5546875,3.48520435,3.177549719
E15,E15_040918_061218,Bobcat,4/19/2018 14:42,4/19/18,N,14:42:08,0,Reviewed Phase 2/E15_040918_061218/Bobcat,IMG_0016.JPG,Bobcat,TRUE,14H 42M 8S,14.70222222,0.612592593,3.849032777,3.495065137
E15,E15_061218_090618,Bobcat,7/31/2018 7:48,7/31/18,N,7:48:02,0,Reviewed Phase 2/E15_061218_090618/Bobcat,IMG_0061.JPG,Bobcat,TRUE,7H 48M 2S,7.800555556,0.325023148,2.042180669,1.923707228
E15,E15_061218_090618,Bobcat,8/24/2018 5:17,8/24/18,N,5:17:54,2064590,Reviewed Phase 2/E15_061218_090618/Bobcat,IMG_0103.JPG,Bobcat,TRUE,5H 17M 54S,5.298333333,0.220763889,1.387100423,1.196768602
F04,F04_080618_121918,Bobcat,9/2/2018 19:58,9/2/18,N,19:58:36,0,Reviewed Phase 2/F04_080618_121918/Bobcat,09020632.JPG,Bobcat,TRUE,19H 58M 36S,19.97666667,0.832361111,5.229879104,4.795994781
F04,F04_080618_121918,Bobcat,9/2/2018 23:52,9/2/18,N,23:52:50,14053,Reviewed Phase 2/F04_080618_121918/Bobcat,09020634.JPG,Bobcat,TRUE,23H 52M 50S,23.88055556,0.995023148,6.251914825,5.908993374
F04,F04_080618_121918,Bobcat,9/13/2018 13:10,9/13/18,N,13:10:00,911828,Reviewed Phase 2/F04_080618_121918/Bobcat,09130094.JPG,Bobcat,TRUE,12H 10M 0S,12.16666667,0.506944444,3.185225885,2.899891203
F04,F04_080618_121918,Bobcat,9/13/2018 15:59,9/13/18,N,15:59:39,10177,Reviewed Phase 2/F04_080618_121918/Bobcat,09130475.JPG,Bobcat,TRUE,15H 59M 39S,15.99416667,0.666423611,4.187263042,3.859781765
F04,F04_080618_121918,Bobcat,9/18/2018 14:11,9/18/18,N,14:11:42,425522,Reviewed Phase 2/F04_080618_121918/Bobcat,09180256.JPG,Bobcat,TRUE,14H 11M 42S,14.195,0.591458333,3.71624231,3.420659384
F04,F04_121317_041018,Bobcat,2/7/2018 10:30,2/7/18,N,10:30:31,0,Reviewed Phase 2/F04_121317_041018/Bobcat,IMG_1060.JPG,Bobcat,FALSE,10H 30M 31S,10.50861111,0.437858796,2.751147956,2.560299325
F06,F06_080618_112818,Bobcat,10/30/2018 19:02,10/30/18,N,19:02:57,0,Reviewed Phase 2/F06_080618_112818/Bobcat,IMG_0253.JPG,Bobcat,TRUE,19H 2M 57S,19.04916667,0.793715278,4.987060171,4.90482565
F08,F08_080618_112818,Bobcat,10/4/2018 18:12,10/4/18,N,18:12:24,0,Reviewed Phase 2/F08_080618_112818/Bobcat,IMG_1837.JPG,Bobcat,TRUE,18H 12M 24S,18.20666667,0.758611111,4.766494187,4.543112044
F08,F08_120817_032718,Bobcat,2/8/2018 12:44,2/8/18,N,12:44:43,0,Reviewed Phase 2/F08_120817_032718/Bobcat,IMG_1097.JPG,Bobcat,FALSE,12H 44M 43S,12.74527778,0.531053241,3.33670592,3.23112351
F10,F10_121117_032718,Bobcat,12/26/2017 17:15,12/26/17,N,17:15:24,0,Reviewed Phase 2/F10_121117_032718/Bobcat,IMG_0010.JPG,Bobcat,FALSE,17H 15M 24S,17.25666667,0.719027778,4.517784769,4.780493527
G09,G09_040418_060818,Bobcat,4/10/2018 17:50,4/10/18,N,17:50:04,0,Reviewed Phase 2/G09_040418_060818/Bobcat,IMG_0016.JPG,Bobcat,TRUE,17H 50M 4S,17.83444444,0.743101852,4.669046637,4.251301842
G09,G09_080818_121318,Bobcat,9/17/2018 21:54,9/17/18,N,21:54:29,0,Reviewed Phase 2/G09_080818_121318/Bobcat,09174513.JPG,Bobcat,TRUE,21H 54M 29S,21.90805556,0.912835648,5.735515532,5.419891067
G09,G09_080818_121318,Bobcat,12/6/2018 3:25,12/6/18,N,3:25:32,6845462,Reviewed Phase 2/G09_080818_121318/Bobcat,12064753.JPG,Bobcat,FALSE,3H 25M 32S,3.425555556,0.142731481,0.896808347,0.732276303
G09,G09_122217_040418,Bobcat,2/19/2018 12:26,2/19/18,N,12:26:59,0,Reviewed Phase 2/G09_122217_040418/Bobcat,IMG_0721.JPG,Bobcat,FALSE,12H 26M 59S,12.44972222,0.518738426,3.259329656,3.14444396
G09,G09_122217_040418,Bobcat,3/18/2018 10:30,3/18/18,N,10:30:38,2325815,Reviewed Phase 2/G09_122217_040418/Bobcat,IMG_0970.JPG,Bobcat,TRUE,10H 30M 38S,10.51055556,0.437939815,2.75165701,2.403898004
G11,G11_040418_060118,Bobcat,4/14/2018 16:42,4/14/18,N,16:42:38,0,Reviewed Phase 2/G11_040418_060118/Bobcat,IMG_0049.JPG,Bobcat,TRUE,16H 42M 38S,16.71055556,0.696273148,4.374813214,3.974032473
G11,G11_121117_040418,Bobcat,3/25/2018 9:44,3/25/18,N,9:44:08,0,Reviewed Phase 2/G11_121117_040418/Bobcat,IMG_0217.JPG,Bobcat,TRUE,9H 44M 8S,9.735555556,0.405648148,2.548762484,2.233545055
G11,G11_121117_040418,Bobcat,4/2/2018 10:09,4/2/18,N,10:09:41,692731,Reviewed Phase 2/G11_121117_040418/Bobcat,IMG_0238.JPG,Bobcat,TRUE,10H 9M 41S,10.16138889,0.423391204,2.66024539,2.372939154
G11,G11_121117_040418,Bobcat,4/2/2018 23:23,4/2/18,N,23:23:32,47629,Reviewed Phase 2/G11_121117_040418/Bobcat,IMG_0241.JPG,Bobcat,TRUE,23H 23M 32S,23.39222222,0.974675926,6.124069457,5.761593373
